,"-1,-1","-1,0","-1,1","0,-1","0,0","0,1","1,-1","1,0","1,1"
".x9y26|-5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-5,-2",-20.9,-20.9,-20.9,-20.9,-20.9,-20.9,-20.9,-20.9,-20.9
".x9y26|-5,-1",-20.9,-20.9,-9.999704873345696,-20.9,-20.9,-19.999704873345696,-20.9,-20.9,-19.353891811077332
".x9y26|-5,0",-19.999672081495216,-9.999994614527743,-11.0,-11.0,-9.999994016141937,-19.92930349509849,-19.999989866283826,-9.999993351268818,-10.9
".x9y26|-5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-4,-2",-11.0,-20.9,-20.9,-20.9,-20.9,-20.9,-11.9,-20.9,-11.0
".x9y26|-4,-1",-29.81,-29.81,-23.68559,-29.81,-29.81,-25.12579511,-29.81,-29.81,-28.95361602313412
".x9y26|-4,0",-19.99436079126604,-9.999993351268818,-11.0,-11.0,-9.999993351268818,-10.9,-19.99997881291688,-9.99999261252091,-9.99999681993249
".x9y26|-4,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y26|-4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
