,"-1,-1","-1,0","-1,1","0,-1","0,0","0,1","1,-1","1,0","1,1"
".x4y23|-5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-5,-2",-15.567986306618208,-16.536850332004967,-15.973035633508692,-16.250933574401255,-17.324790497191945,-16.011187675956386,-16.848828460601545,-16.498698289557275,-17.419362215326096
".x4y23|-5,-1",-14.685590000000001,-14.245047749293956,-8.332281830033345,-13.439,-16.703066759794744,-14.0951,-14.0951,-14.0951,-14.685590000000001
".x4y23|-5,0",-15.249451758580204,-8.784233454094307,-14.663463328086074,-14.685590000000001,-8.784233454094307,-15.477457832365902,-15.217031,-8.784233454094307,-14.685590000000001
".x4y23|-5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-4,-1",-14.685590000000001,-12.785735516752858,-14.685590000000001,-14.685590000000001,-14.0951,-15.567986306618208,-17.94108867905351,-14.685590000000001,-17.458134171671
".x4y23|-4,0",-16.513215599,-8.649148282327008,-16.8618940391,-14.0951,-8.649148282327008,-17.16394561454139,-16.41006890836075,-8.49905364703001,-15.217031
".x4y23|-4,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-3,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-3,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-3,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-3,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-3,-1",-14.685590000000001,-14.487147180303694,-14.685590000000001,-14.0951,-14.685590000000001,-8.111283996860546,-14.685590000000001,-16.513215599,-17.71635522109392
".x4y23|-3,0",-15.707674416914536,-8.649148282327008,-16.44604762684954,-15.075540340686898,-8.649148282327008,-15.197116995277467,-15.217031,-6.817925306218914,-18.14697981114816
".x4y23|-3,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-3,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-3,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-3,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-3,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-2,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-2,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-2,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-2,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-2,-1",-17.7123207545039,-14.59033313719415,-15.217031,-12.705969073675988,-15.567986306618208,-7.035934932016433,-13.070514808984527,-13.245047749293956,-16.41006890836075
".x4y23|-2,0",-14.685590000000001,-8.649148282327008,-15.217031,-13.312611610413082,-8.609187141000817,-17.72782750282846,-12.312611610413082,-6.152055924449964,-18.14697981114816
".x4y23|-2,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-2,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-2,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-2,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-2,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-1,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-1,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-1,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-1,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-1,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-1,0",-16.44604762684954,-8.332281830033345,-17.243712057618264,-15.011187675956387,-6.803398855727599,-13.094816668800252,-8.14697981114816,-6.536850332004968,-15.6953279
".x4y23|-1,1",-16.12579511,-17.399488768800254,-16.41006890836075,-6.883165298804471,-17.17570463519,-16.63532742222333,-16.12579511,-17.458134171671,-16.513215599
".x4y23|-1,2",-14.297382512596695,-16.88316529880447,-17.475363892031623,-15.567986306618208,-14.685590000000001,-17.389495250926732,-17.7123207545039,-16.697272218755487,-14.0951
".x4y23|-1,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-1,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|-1,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|0,-5",-16.8618940391,-16.011187675956386,-15.075540340686898,-7.175704635190001,-7.175704635190001,-7.175704635190001,-7.175704635190001,-15.05116402983282,-7.7123207545039
".x4y23|0,-4",-16.697272218755487,-16.8618940391,-7.7123207545039,-7.175704635190001,-7.175704635190001,-7.175704635190001,-7.324790497191945,-1.9,-7.458134171671
".x4y23|0,-3",-16.0535788342316,-7.7123207545039,-8.876263303974682,-7.175704635190001,-7.458134171671,-7.458134171671,-7.175704635190001,-7.7123207545039,-7.458134171671
".x4y23|0,-2",-8.623968023942254,-13.070514808984527,-8.49905364703001,-7.175704635190001,-7.94108867905351,-7.94108867905351,-7.7123207545039,-8.332281830033345,-7.912240793410231
".x4y23|0,-1",-7.94108867905351,-14.217031000000002,-8.092163430728146,-7.94108867905351,-7.952170468799634,-7.944719698984526,-8.649148282327008,-8.22509227368753,-7.945867131064682
